type,param,seed,P0_sim,W_sim,L_sim,throughput_sim,time,P0_th,W_th,L_th,thr_th
n,10000,15,0.4929740836481739,0.33930765454210193,1.0237749039882642,3.0174,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,16,0.49558925562493805,0.3353907617700702,1.015107025991942,3.0267,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,17,0.5027677737761771,0.3277331457698466,0.9827733842200387,2.9988,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,18,0.4970619658119658,0.33737861846497724,1.0105164380263003,2.9952,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,19,0.4964614413396684,0.33026915804320783,0.9940110849626426,3.0097,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,20,0.4940967925348674,0.345295472058166,1.0323989319067113,2.9899,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,21,0.4956037028434918,0.3421160463861771,1.0310743305141397,3.0139,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,22,0.49755607633076665,0.33577129077320317,1.002948845539558,2.987,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,23,0.5016804765232438,0.3306044082291362,0.9934993071693773,3.0051,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,24,0.49570564448751797,0.3391053304030214,1.014639500120703,2.9923,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,25,0.5015581487866331,0.3267937927414828,0.9856497795942231,3.0164,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,26,0.49457048347756355,0.33908439250586875,1.0148456783308146,2.9929,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,27,0.505432406068149,0.33251482633405555,0.9885333272085134,2.9729,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,28,0.49746007503569173,0.33436120406902864,1.0070625105355067,3.0119,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,29,0.5025577996279564,0.33218867935551183,0.9999875814638987,3.0104,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,30,0.5000166041244645,0.3317406808012835,0.9989663900639082,3.0113,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,31,0.4954724016246088,0.3368489874065993,1.011807262697959,3.0038,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,32,0.5072045141571222,0.3268214803971702,0.9730455935864951,2.9773,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,33,0.5027953533527502,0.32506177794105506,0.9709324810040555,2.9871,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,34,0.5032002133475565,0.32717655103299415,0.9814450658818443,2.9998,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,35,0.5011231434606229,0.3332349041675445,0.9939064251701182,2.9827,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,36,0.49759048157133834,0.33879076238343714,1.0193875249355229,3.0089,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,37,0.5128161774651697,0.31972319533313937,0.9454086848879902,2.9572,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,38,0.5023131076097888,0.32841261177380277,0.9796548209212537,2.983,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,39,0.5064831438260523,0.3233019822824209,0.972404632841549,3.0078,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,40,0.4917897379984802,0.342846261432825,1.037692779478737,3.0267,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,41,0.49610165555223784,0.3342452789401335,1.0074486952534558,3.0141,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,42,0.5066612838110618,0.32637501260249674,0.970035757736463,2.9724,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,43,0.4986930483406677,0.3344494294642709,1.01077306572692,3.0223,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,44,0.49193924455399374,0.34402235573022755,1.0327597441883256,3.0022,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,45,0.4994653835872761,0.33381829375405087,0.9990140366453252,2.9928,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,46,0.5036442414267961,0.3349566219952889,0.9972663506665738,2.9773,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,47,0.5051809127795849,0.3239287802084537,0.9659880154596298,2.9821,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,48,0.5133814210597276,0.3229364192981726,0.9580877687738186,2.9668,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,49,0.4954022988505747,0.33060623837341124,1.0066959958470378,3.045,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,50,0.49490519373454245,0.3418853448854439,1.0367673083651119,3.0325,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,51,0.4987242328610757,0.3335205955555663,0.9933910938622539,2.9786,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,52,0.5027023397898553,0.32960222202071576,0.9818190989553081,2.9789,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,53,0.5019405781584583,0.33218005320510674,0.9927865250141025,2.9888,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,54,0.4906852960745176,0.3393386018763054,1.0201177806018291,3.006,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,55,0.5017150088248027,0.33055936520025836,0.9925720109363912,3.0029,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,56,0.5067363764327367,0.3340597643302695,0.9967675248086589,2.9838,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,57,0.4949710963344137,0.33133605841930186,0.9915598139030517,2.9927,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,58,0.5038241234314472,0.321707836366896,0.9716220073952992,3.0203,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,59,0.4999668016731957,0.33683648388618304,1.0145552884054367,3.0122,0.04,0.5,0.3333333333333333,1.0,3.0
n,10000,60,0.5002316346790205,0.3366121343772624,1.0171830285604655,3.022,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,61,0.4950068013669089,0.3359776719118777,1.012670300909589,3.0141,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,62,0.49673635731089094,0.33923020312559937,1.0238162689503003,3.0181,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,63,0.5007326983281156,0.3356294007309926,1.0077608386348786,3.0026,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,64,0.49140689427676065,0.3377601648014032,1.023919939595453,3.0315,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,65,0.5004816155711297,0.335380518547015,1.009669823469436,3.0107,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,66,0.49459046860480554,0.3379667718845816,1.0183614770426208,3.0132,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,67,0.48729648109243695,0.35400170021440214,1.078358752070591,3.0464,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,68,0.49939927913496196,0.3358019651138905,1.0061534967867725,2.9964,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,69,0.4887045181927229,0.34198255797401655,1.0263238547358164,3.0012,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,70,0.4931871939234434,0.33492144721218287,1.005333708096807,3.0017,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,71,0.5083453672297411,0.3312904344490179,0.9864835266588403,2.9777,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,72,0.4958729529846804,0.339130713626101,1.0271251923593696,3.0288,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,73,0.49091868015954115,0.3444737700493489,1.044975232027624,3.0337,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,74,0.5063413657299246,0.3293858553285165,0.9868729611497683,2.9962,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,75,0.4944457417353304,0.33841043136475546,1.0144273920294797,2.9977,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,76,0.5013147821455913,0.33745683419757166,1.0138215669797663,3.0043,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,77,0.5023168983565023,0.3295760027730015,0.9885961779178951,2.9997,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,78,0.4963867514218802,0.3400759904575402,1.0164871354775886,2.989,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,79,0.5025137417884435,0.33063781162441364,0.9864909747626005,2.9836,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,80,0.5017104910115374,0.3339422186456496,0.9957344458184436,2.9816,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,81,0.5070101294693768,0.3294410229308598,0.9821625216637724,2.9814,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,82,0.4991941982272361,0.3329239447321641,0.9915806769902769,2.9784,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,83,0.49708770178066236,0.3388689599076029,1.0181317900423947,3.0045,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,84,0.49823451032644905,0.3346432269441199,1.0045989672862479,3.002,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,85,0.4935163744624545,0.337981738339123,1.02171879499917,3.023,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,86,0.5017618509407619,0.33444510098385993,1.0060144524308807,3.0082,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,87,0.4979346475467643,0.33285202594214985,0.9911001924453451,2.9777,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,88,0.49981609656602133,0.3332689422847767,0.9966461445441676,2.9907,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,89,0.4970694018915679,0.3344776547050094,1.0042952509282417,3.0028,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,90,0.4986141258974787,0.33259006964725835,0.9959090680607456,2.9945,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,91,0.4961852231066486,0.3382707880588676,1.0244504567218007,3.0277,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,92,0.5034892994815898,0.32900543034763013,0.9900115393445303,3.0092,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,93,0.4911254272942414,0.34031963569968965,1.0353884596527394,3.0424,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,94,0.5070214833931025,0.3294306304011413,0.9829844880358324,2.9837,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,95,0.4916058394160584,0.34064611260015243,1.0266733187656014,3.014,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,96,0.504685861217309,0.329513723100817,0.9739178508809476,2.9557,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,97,0.49444150344097404,0.3381226840026955,1.0219420001297481,3.0224,0.06,0.5,0.3333333333333333,1.0,3.0
n,10000,98,0.5049267643142477,0.32802116943014753,0.9853427908512209,3.004,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,99,0.4990189883941339,0.3284843410543483,0.9877244155007613,3.0071,0.05,0.5,0.3333333333333333,1.0,3.0
n,10000,100,0.49206296493092455,0.33772295840042293,1.0169513723353536,3.0112,0.06,0.5,0.3333333333333333,1.0,3.0
n,100000,1,0.5004863683607388,0.3338547019803007,1.0021783985925472,3.00184,0.10,0.5,0.3333333333333333,1.0,3.0
n,100000,2,0.49957063831770104,0.33323805956771,1.0012004204488012,3.00446,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,3,0.50096547308181,0.33169390424816236,0.9945941227052422,2.99853,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,4,0.4987710650769333,0.33433788738153014,1.0038871288032032,3.0026,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,5,0.4977591138782114,0.33398820111602295,1.0052944657131941,3.00997,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,6,0.5018434070696162,0.3302287436864593,0.9906466036101371,2.99988,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,7,0.5004080327492081,0.3326651093813316,0.9987305180357273,3.00221,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,8,0.49820140283904724,0.3334782128232864,0.9993608386245693,2.99678,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,9,0.4999450258378562,0.3354438935290861,1.006804656477134,3.00141,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,10,0.5001035265829549,0.33268704156545337,0.9961980772635936,2.9944,0.10,0.5,0.3333333333333333,1.0,3.0
n,100000,11,0.49827458262203544,0.33514987989988526,1.007146647976763,3.00507,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,12,0.49993505347264083,0.3337398297289812,1.00204382656637,3.00247,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,13,0.5012554005595882,0.3322891091300539,0.9952258191910591,2.99506,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,14,0.5003847960580892,0.33362677694836856,1.0014040867449885,3.00159,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,15,0.5004752550535454,0.3339867268057888,1.0014224617872087,2.99839,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,16,0.4985687831831193,0.3336190924314251,1.0034965501705226,3.00793,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,17,0.503097980303789,0.33005332673665116,0.988667217528486,2.9955,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,18,0.5011256941780765,0.3335494397180327,1.0000312526906205,2.99815,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,19,0.4990373148746511,0.333544586559418,1.0013041842972374,3.00202,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,20,0.5005699924001014,0.3343104323289436,1.0029446694041262,3.00004,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,21,0.4994605610165428,0.33437828046281365,1.0041781016234832,3.00312,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,22,0.498996720174924,0.333849190810926,1.0016010504781352,3.00016,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,23,0.4989563396530913,0.335224213467645,1.0053575296422754,2.99906,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,24,0.5001569051625137,0.3315939083626698,0.9932696568658755,2.99544,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,25,0.4989987171584226,0.33526274295872716,1.0061704284031525,3.00115,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,26,0.4991654872219403,0.33425194190231367,1.0013352549538554,2.99576,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,27,0.5015033675432969,0.33212216699690084,0.9941346400284834,2.99328,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,28,0.5002976081614466,0.3313044187878007,0.9963317786205546,3.00731,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,29,0.5033875723344363,0.3312273287399987,0.9919446038618045,2.99477,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,30,0.5010298027237367,0.3334166090939643,1.0020561852350607,3.00543,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,31,0.5007105163085175,0.33340997790039806,0.9994951640717704,2.99782,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,32,0.5003670141066877,0.33318665456031854,0.9986137135820042,2.99716,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,33,0.49869900551381785,0.3324575577379656,0.9978885128022563,3.00155,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,34,0.5004137139501675,0.3318722250709059,0.9947024807903055,2.99724,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,35,0.4976150663850935,0.33683256059407024,1.0112286084386968,3.00218,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,36,0.5022565506583133,0.33259773345119137,0.9985761090251323,3.00237,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,37,0.5025999420384478,0.32961519265180955,0.9894879571639185,3.00199,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,38,0.5026858655698409,0.3305404439750852,0.9900677918385729,2.99531,0.10,0.5,0.3333333333333333,1.0,3.0
n,100000,39,0.5010999633345555,0.3335219561992529,1.0005958855738166,3.0001,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,40,0.49803389694954114,0.3343721771261529,1.0034040914507902,3.00086,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,41,0.4989920897339516,0.33385765499018705,1.003644373616112,3.00622,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,42,0.49902534761492917,0.3339419582986419,1.0038963150373783,3.0062,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,43,0.4974222346398446,0.3365880018799278,1.0119450958919596,3.00648,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,44,0.4978838373083475,0.3365095627650196,1.0113559999930175,3.00544,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,45,0.5008003361411792,0.3311787649178196,0.9931158603011241,2.99874,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,46,0.4994012055727801,0.33356075380214806,1.0026969683594091,3.00604,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,47,0.49911167006028667,0.3347970388873251,1.006275313876888,3.00564,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,48,0.5005159271710549,0.33510457312726855,1.0067546690462534,3.0043,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,49,0.5001277758049046,0.3316978535937612,0.9994354856848251,3.01309,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,50,0.5007574898055888,0.33256392129694545,0.996606386125442,2.99674,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,51,0.5006082866980198,0.3334913441438077,1.0005474005271346,3.00023,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,52,0.4988837763294041,0.33379699943161883,1.0032836272816343,3.00567,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,53,0.4996431549107887,0.3347887837145683,1.0038640346832088,2.9985,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,54,0.5005480514098957,0.33344913352620975,0.9978133684698077,2.99242,0.10,0.5,0.3333333333333333,1.0,3.0
n,100000,55,0.495892501658925,0.3371995105610986,1.0163193248311515,3.014,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,56,0.500768259524748,0.33236502424019687,0.9950277622698172,2.99378,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,57,0.49729130755971435,0.33512629285926215,1.007101427723083,3.00514,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,58,0.49961726883037355,0.3323395574364627,0.9985873150204884,3.00472,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,59,0.5004857075139453,0.33532642431358634,1.0045093717284632,2.99563,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,60,0.4996901156901423,0.3322815053193433,0.9972166712439846,3.00112,0.10,0.5,0.3333333333333333,1.0,3.0
n,100000,61,0.49864708541644504,0.3356301143503735,1.0096772309843831,3.00832,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,62,0.4976542079413968,0.33492222334829885,1.0058551672707785,3.00325,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,63,0.4976492681432548,0.3353565636066836,1.0071830746112216,3.00332,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,64,0.4997996299833693,0.33201880911693965,0.9942170431483119,2.99446,0.10,0.5,0.3333333333333333,1.0,3.0
n,100000,65,0.5003675758041556,0.3321260508120274,0.9939137771390564,2.99258,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,66,0.5012402894008602,0.3300439637567462,0.9898975600559708,2.9993,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,67,0.49993520152326265,0.33201903643512903,0.9991548469153272,3.00933,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,68,0.5001115963609593,0.3329585202403564,0.999497002264586,3.00189,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,69,0.49841769519252205,0.3330329467216246,1.000792905342379,3.00511,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,70,0.4983626476704866,0.3361599506249939,1.0070310024877889,2.99569,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,71,0.4991463157929908,0.3344691559315657,1.0010360814791408,2.99291,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,72,0.49934707412785384,0.3330532712209233,1.002330480804795,3.00953,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,73,0.5006573276220716,0.3339293583039662,1.003320810666512,3.00459,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,74,0.4990637265681747,0.3357904926787624,1.0077881842334702,3.00126,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,75,0.5003017984519907,0.3319628349610495,0.9954503139409996,2.99869,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,76,0.49910843845568925,0.33364074093086477,1.0047846984250393,3.01157,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,77,0.500337286620521,0.33211938100277644,0.9994691958519599,3.00931,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,78,0.5003050132172394,0.3340817238018667,1.0021983999642683,2.99987,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,79,0.497632968533973,0.3358846483019423,1.0082047957290412,3.00165,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,80,0.5023237942498204,0.3313148272978671,0.9916087123611512,2.99295,0.10,0.5,0.3333333333333333,1.0,3.0
n,100000,81,0.4984788611852179,0.3346285008998551,1.0009570450430185,2.99118,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,82,0.5001003371327661,0.3348263164271298,1.0011039000118076,2.98992,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,83,0.49971967482279445,0.3334030088433565,0.9990487840592946,2.99652,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,84,0.5011313838207115,0.3323926318213581,0.9974242202475545,3.00075,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,85,0.49863782905254184,0.3350987685068371,1.0061541583678897,3.00256,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,86,0.4991569476841053,0.33408348219990397,1.0025785022535778,3.001,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,87,0.5012358757062146,0.33265951592818704,0.9986143187254601,3.00192,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,88,0.501476302512047,0.332008627107477,0.9962715677064905,3.00074,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,89,0.5021902388411251,0.3307738846800703,0.991458334201196,2.99739,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,90,0.5007329689080934,0.3328559743636465,0.9967938007475815,2.99467,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,91,0.5017325733800689,0.3333032682291965,0.9993801698548777,2.99843,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,92,0.5008147836482272,0.3347052897187636,1.0023254421081704,2.99466,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,93,0.4982896313057367,0.333291230067021,1.0016068045974091,3.0052,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,94,0.5010116996554211,0.33210006009722515,0.9946228635011908,2.99496,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,95,0.4994063619324587,0.334584412876549,1.0032327159296444,2.99846,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,96,0.5033166663319879,0.33000499060770533,0.9860327185888529,2.98794,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,97,0.5012528742899547,0.33224891406275203,0.9984386836910306,3.00509,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,98,0.5013070849338455,0.32958660894561725,0.9884401278261747,2.99904,0.08,0.5,0.3333333333333333,1.0,3.0
n,100000,99,0.5016822192598235,0.33122556035737066,0.9913812879388353,2.99307,0.09,0.5,0.3333333333333333,1.0,3.0
n,100000,100,0.5011606499639798,0.3317025458368662,0.9945470602081345,2.99832,0.09,0.5,0.3333333333333333,1.0,3.0
n,1000000,1,0.5002505894604373,0.3339589820315546,1.0015189840970111,2.998929,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,2,0.5002957936607451,0.33341005964844167,0.9998005208313298,2.998712,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,3,0.500270021241671,0.3326925409572777,0.9979987747396262,2.999764,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,4,0.5001532574461606,0.3326779641335143,0.997442723658278,2.998223,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,5,0.4999871662174843,0.33336922026481597,1.0000723236570994,2.999895,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,6,0.5006418635048081,0.33237713482923015,0.9968252851465129,2.99908,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,7,0.5003912737452483,0.33292492009288854,0.9985014289192694,2.999179,0.34,0.5,0.3333333333333333,1.0,3.0
n,1000000,8,0.4999748403696433,0.33313857425109306,0.9996952260170815,3.000839,0.32,0.5,0.3333333333333333,1.0,3.0
n,1000000,9,0.4999203427859894,0.33360082092657717,1.0009208910711604,3.000356,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,10,0.500162888801245,0.33352805277559927,1.001267223778883,3.002048,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,11,0.49910307598641657,0.3344258967261055,1.004108404105793,3.002484,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,12,0.5004752859639997,0.33272809988728713,0.9972336954804829,2.997143,0.32,0.5,0.3333333333333333,1.0,3.0
n,1000000,13,0.4990899313036326,0.33409182881643495,1.0033002913037414,3.00307,0.32,0.5,0.3333333333333333,1.0,3.0
n,1000000,14,0.5006075625789457,0.3324843135455614,0.9973502029837973,2.999691,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,15,0.5000682287775972,0.3334628154190245,0.9994774258453454,2.997269,0.34,0.5,0.3333333333333333,1.0,3.0
n,1000000,16,0.49979136935689106,0.33307149567167715,0.9993869157776444,3.000518,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,17,0.5000914816731715,0.33322011217812714,0.9998603088539813,3.000601,0.34,0.5,0.3333333333333333,1.0,3.0
n,1000000,18,0.5011293745123307,0.33243631012300856,0.9965364061113139,2.997677,0.32,0.5,0.3333333333333333,1.0,3.0
n,1000000,19,0.5000591452757919,0.33388070604750525,1.0020043787085762,3.001085,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,20,0.5005219307571862,0.33261609494663547,0.9979806660456958,3.000398,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,21,0.49908558772346145,0.33366220737804964,1.0018122708418997,3.002475,0.32,0.5,0.3333333333333333,1.0,3.0
n,1000000,22,0.49944820983815374,0.3329668061205315,0.999581440079984,3.002047,0.32,0.5,0.3333333333333333,1.0,3.0
n,1000000,23,0.5004226844194123,0.33316252728428547,0.999445603374419,2.999874,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,24,0.5002446552494217,0.33385890601674556,1.001623458297079,3.00014,0.34,0.5,0.3333333333333333,1.0,3.0
n,1000000,25,0.4996144143411882,0.3336256088205355,1.001519389384195,3.001927,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,26,0.49969598557540773,0.3335223823894262,0.9999711426709487,2.998213,0.32,0.5,0.3333333333333333,1.0,3.0
n,1000000,27,0.49989126036398635,0.3336854478054444,1.0019189202989056,3.002585,0.32,0.5,0.3333333333333333,1.0,3.0
n,1000000,28,0.5003043765548041,0.33360630974544747,1.000676812948391,2.999574,0.34,0.5,0.3333333333333333,1.0,3.0
n,1000000,29,0.5014297201618904,0.3324339110369959,0.996334005282632,2.99709,0.32,0.5,0.3333333333333333,1.0,3.0
n,1000000,30,0.5002078849825153,0.33274695084245987,0.9995934688825544,3.004065,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,31,0.5003213647344646,0.33340174324097965,0.9995884364979434,2.998151,0.33,0.5,0.3333333333333333,1.0,3.0
n,1000000,32,0.4988906435333395,0.3339758019744811,1.0026583749702347,3.002191,0.33,0.5,0.3333333333333333,1.0,3.0
